cpu_all_util_percent,cpu_frequency_ghz,memory_util_gb,energy_util_during_interval_j,sda_write_count_during_interval,sda_read_count_during_interval
72.05,2.5629999999999997,7.088980102539063,1.492122,0.0,0.0
72.05,3.002,7.0927903311593195,9.975499,37779.0,0.0
72.05,3.699,7.095115025838216,14.721703999999999,73535.0,0.0
72.05,3.6990000000000003,7.095751081194196,17.078142,84017.0,0.0
72.05,3.6990000000000003,7.095819745744977,17.470353,87324.0,0.0
72.05,3.6990000000000003,7.095917293003628,17.056964,84383.0,0.0
72.05,3.699,7.096911112467448,15.596517,74854.0,0.0
72.05,3.6990000000000003,7.097343444824219,16.864093,84108.0,0.0
72.05,3.6992857142857143,7.097313472202846,17.084124,85138.0,0.0
72.05,3.699142857142857,7.098257337297712,16.444416,81477.0,0.0
72.05,3.699142857142857,7.098518916538784,16.564166,80436.0,0.0
72.05,3.3586666666666667,7.099266052246094,13.765162,70854.0,0.0
72.05,3.7,7.100122179303851,16.618488,80333.0,0.0
72.05,3.7000000000000006,7.099843343098958,14.270044,69545.0,0.0
72.05,3.7,7.100760868617466,16.610431,80568.0,0.0
72.05,3.7,7.101223536900112,16.846026,81978.0,0.0
72.05,3.597142857142857,7.101868765694754,15.961569,80329.0,0.0
72.05,3.6990000000000003,7.102989741734096,16.440509,80003.0,0.0
72.05,3.6991666666666667,7.103295644124349,14.222742,68263.0,0.0
72.05,3.6990000000000003,7.101215907505581,16.379658,79564.0,0.0
72.05,3.6990000000000003,7.099950517926898,16.268452,78666.0,0.0
72.05,3.699142857142857,7.100879669189453,16.644,80332.0,0.0
72.05,3.6990000000000003,7.099991389683315,16.599445,80619.0,0.0
72.05,3.6990000000000003,7.099033355712891,16.671098999999998,80955.0,0.0
72.05,3.6990000000000003,7.100101470947266,16.47701,79706.0,0.0
72.045,3.699,7.100293477376302,14.320337,70969.0,0.0
72.04,3.5364285714285715,7.100826808384487,16.684039,82385.0,0.0
72.04,3.699857142857143,7.103003910609654,16.249653,77919.0,0.0
72.04,3.699857142857143,7.104622432163784,16.759723,81993.0,0.0
72.04,3.6998333333333338,7.104271570841472,14.278344,68864.0,0.0
72.04,3.7,7.1040496826171875,16.964008,81091.0,0.0
72.04,3.6637142857142857,7.103562491280692,15.921711,78173.0,0.0
72.04,3.6992857142857143,7.103666033063616,16.646442,80338.0,0.0
72.04,3.699142857142857,7.103849138532366,16.904742,81055.0,0.0
72.04,3.6991666666666667,7.102972666422526,14.007899,67525.0,0.0
72.04,3.699142857142857,7.101662227085659,17.120134,83895.0,1.0
72.04,3.6784285714285714,7.102181570870536,16.217793999999998,78138.0,0.0
72.04,3.6992857142857143,7.100088936941964,15.277731,71681.0,0.0
72.04,3.7,7.098652430943081,16.841144,82010.0,0.0
72.04,3.699857142857143,7.098894936697824,16.389606,78970.0,0.0
72.04,3.6997142857142857,7.099539075578962,16.961565999999998,82374.0,0.0
72.04,3.5103333333333335,7.098580042521159,14.023706,71988.0,0.0
72.04,3.7000000000000006,7.095378239949544,14.278162,69433.0,0.0
72.04,3.699857142857143,7.097599029541016,16.548479999999998,79946.0,0.0
72.04,3.699857142857143,7.0990142822265625,16.522908,79546.0,0.0
72.04,3.7,7.099669865199497,16.582171,80773.0,0.0
72.04,3.6995714285714287,7.1000469752720425,16.988849000000002,79991.0,0.0
72.04,3.6990000000000003,7.098788125174386,16.543048,79904.0,0.0
72.04,3.699142857142857,7.10035651070731,16.417011,79329.0,0.0
72.04,3.699142857142857,7.101399012974331,16.454181,79444.0,0.0
72.04,3.699142857142857,7.09984370640346,16.472004,79051.0,0.0
72.04,3.6929999999999996,7.099775950113933,13.564114,65654.0,0.0
72.04,3.692857142857143,7.101143973214286,16.93355,81369.0,0.0
72.03857142857143,3.6997142857142857,7.102367401123047,16.020467,76243.0,0.0
72.03,3.699857142857143,7.103070395333426,16.807146,81270.0,0.0
72.03,3.7,7.1018556867327005,16.594013,80342.0,0.0
72.03,3.7,7.102966853550503,16.88692,81086.0,0.0
72.03,3.6998333333333338,7.102888107299805,14.335351,71304.0,0.0
72.03,3.7,7.101409912109375,17.58748,86974.0,0.0
72.03,3.6997142857142857,7.099485669817243,17.397173,85082.0,0.0
72.03,3.7,7.101253509521484,17.316361,86094.0,0.0
72.03,3.6998333333333338,7.102921803792317,15.161094,74742.0,0.0
72.03,3.6997142857142857,7.105957576206753,17.340593,84293.0,0.0
72.03,3.7,7.1075624738420755,16.828082000000002,82605.0,0.0
72.03,3.6997142857142857,7.10673577444894,16.521136,79693.0,0.0
72.03,3.699857142857143,7.1057009015764505,16.466084,78797.0,0.0
72.03,3.699857142857143,7.102782113211496,17.175615,81172.0,0.0
72.03,3.6991666666666667,7.101350784301758,14.627953,71145.0,0.0
72.03,3.7,7.10099846976144,16.542011,80271.0,0.0
72.03,3.7,7.100738525390625,16.83034,81137.0,0.0
72.03,3.6997142857142857,7.101658957345145,16.411763,79791.0,0.0
72.03,3.7,7.1024900163922995,16.791827,80425.0,0.0
72.03,3.6987142857142854,7.103110722133091,16.54079,78100.0,0.0
72.03,3.6990000000000003,7.101513998849051,16.631916,80333.0,0.0
72.03,3.6991666666666667,7.100952784220378,14.132837,67818.0,0.0
72.03,3.699142857142857,7.100758143833706,16.784502,81426.0,0.0
72.03,3.699142857142857,7.101554325648716,16.823566,80274.0,0.0
72.03,3.652285714285714,7.1024169921875,16.12978,80068.0,0.0
72.03,3.7,7.102989741734096,16.731648,80419.0,0.0
72.03,3.7000000000000006,7.101469039916992,14.239404,69513.0,0.0
72.03,3.699857142857143,7.100071498325893,16.65932,79650.0,0.0
72.03,3.699857142857143,7.100271497453962,16.55788,80033.0,0.0
72.02428571428571,3.662857142857143,7.102087293352399,16.655414,82393.0,0.0
72.02,3.699666666666667,7.10421625773112,14.457421,69305.0,0.0
72.02,3.7,7.106040954589844,17.001055,81530.0,0.0
72.02,3.7,7.107265472412109,16.508869,79528.0,0.0
72.02,3.6997142857142857,7.10676029750279,17.326982,81382.0,0.0
72.02,3.698857142857143,7.1060638427734375,16.165302999999998,77842.0,0.0
72.02,3.699,7.105930328369141,14.530602,70694.0,0.0
72.02,3.6990000000000003,7.1051128932407925,16.71059,80083.0,0.0
72.02,3.6392857142857147,7.102022988455636,15.031578000000001,71040.0,0.0
72.02,3.6990000000000003,7.103936876569476,16.825946000000002,80651.0,0.0
72.02,3.698857142857143,7.10328619820731,16.456744,78306.0,0.0
72.02,3.6990000000000003,7.101620265415737,16.686481,79993.0,0.0
72.02,3.6991666666666667,7.101675033569336,14.318628,68479.0,0.0
72.02,3.6990000000000003,7.102692195347378,15.900898999999999,74862.0,0.0
72.02,3.6990000000000003,7.103613717215402,16.81673,80627.0,0.0
72.02,3.498857142857143,7.104922158377511,15.273032,76185.0,0.0
72.02,3.6990000000000003,7.104313441685268,16.864886,81458.0,0.0
72.02,3.6990000000000003,7.102095467703683,16.496539,79386.0,0.0
72.02,3.6990000000000003,7.100220271519253,16.372518,79584.0,0.0
72.02,3.699,7.1002852121988935,14.587791,69553.0,0.0
72.02,3.499285714285714,7.103331974574497,16.374714,81684.0,0.0
72.02,3.699142857142857,7.107094900948661,16.754597,80222.0,0.0
72.02,3.6990000000000003,7.107202802385602,16.951311,81195.0,0.0
72.02,3.699,7.107716878255208,14.364404,68687.0,0.0
72.02,3.699142857142857,7.106702532087054,17.135637,80240.0,0.0
72.02,3.326166666666667,7.104776382446289,14.017543,71606.0,0.0
72.02,3.6997142857142857,7.1044818333217075,16.865069000000002,81335.0,0.0
72.02,3.6997142857142857,7.1034987313406805,16.499285999999998,78912.0,0.0
72.01714285714286,3.699857142857143,7.101698739188058,16.84212,79496.0,0.0
72.01,3.7,7.100788116455078,16.679401,81028.0,0.0
72.01,3.699857142857143,7.099455697195871,17.451127,84803.0,0.0
72.01,3.699666666666667,7.098419825236003,14.737572,72186.0,0.0
72.01,3.6990000000000003,7.097596849714007,17.204057,85118.0,0.0
72.01,3.699142857142857,7.098535265241351,17.068743,84063.0,0.0
72.01,3.6990000000000003,7.099732535226004,17.148577,84321.0,0.0
72.01,3.6990000000000003,7.0999755859375,17.142962,83628.0,0.0
72.01,3.6984999999999997,7.100735346476237,14.529077000000001,71299.0,0.0
72.01,3.699857142857143,7.0998431614467075,17.111467,81861.0,0.0
72.01,3.7,7.100011553083148,16.820391,80486.0,0.0
72.01,3.6997142857142857,7.101522173200335,16.659076,80170.0,0.0
72.01,3.6995714285714287,7.10163334437779,16.53548,78303.0,0.0
72.01,3.7,7.102390834263393,17.051165,81314.0,0.0
72.01,3.699666666666667,7.102495829264323,14.287073,68871.0,0.0
72.01,3.699857142857143,7.101982116699219,16.954425,80433.0,0.0
