cpu_all_util_percent,cpu_frequency_ghz,memory_util_gb,energy_util_during_interval_j,sda_write_count_during_interval,sda_read_count_during_interval
60.614,2.4661999999999997,2.52479248046875,1.761958,0.0,1.0
60.59375,3.493125,3.1483283042907715,12.914090999999999,427.0,0.0
60.589999999999996,3.1485714285714286,3.8759869166782925,7.4898489999999995,462.0,0.0
60.588750000000005,3.0067500000000003,4.387788772583008,8.242471,480.0,3.0
60.58,3.2405714285714287,4.899941035679409,7.499187,395.0,0.0
60.58,2.931875,5.3950982093811035,7.276349,338.0,0.0
60.58,2.741857142857143,5.755000523158482,5.385118,336.0,37.0
60.58,2.8244285714285717,6.052204677036831,5.089831,416.0,0.0
60.57875,2.849875,6.359457969665527,5.880234,335.0,1.0
60.57,2.978142857142857,6.6699420383998325,4.98125,255.0,2.0
60.5675,3.0075,6.978278160095215,5.5203109999999995,293.0,0.0
60.56,2.9425714285714286,7.287466866629464,4.923754,264.0,0.0
60.56,2.3668,7.469271087646485,4.469105,289.0,22.0
60.565999999999995,2.0892000000000004,7.470820617675781,2.114923,306.0,4.0
60.57000000000001,2.251,7.472310638427734,1.9052069999999999,282.0,0.0
60.564,2.1538,7.474971771240234,1.968501,376.0,0.0
60.56,3.142285714285714,7.474258967808315,10.416783,229.0,0.0
60.56,2.4532857142857147,7.473751613071987,5.239671,299.0,0.0
60.56,2.012166666666667,7.474309921264648,4.530934,368.0,0.0
60.56,2.4803333333333333,7.475461324055989,5.803025,421.0,0.0
60.56285714285714,2.208428571428571,7.484601702008929,6.358077,463.0,1.0
60.56857142857143,2.5937142857142854,7.485864911760602,4.905566,308.0,0.0
60.56166666666667,2.3058333333333336,7.487758636474609,3.696401,404.0,0.0
60.57,2.282857142857143,7.484289441789899,4.22643,324.0,1.0
60.57000000000001,2.0596000000000005,7.487600708007813,2.467828,232.0,0.0
60.578333333333326,2.24,7.483730951944987,3.476675,273.0,0.0
60.580000000000005,2.5073333333333334,7.484041849772136,4.82439,276.0,16.0
60.596000000000004,1.8559999999999999,7.4810646057128904,3.196037,302.0,1.0
60.614,1.6219999999999999,7.4756591796875,2.744378,458.0,2.0
60.62,1.52525,7.474225997924805,1.557674,359.0,0.0
