cpu_all_util_percent,cpu_frequency_ghz,memory_util_gb,energy_util_during_interval_j,sda_write_count_during_interval,sda_read_count_during_interval
3.41,2.4584,1.624151611328125,36.7236,14786.0,14474.0
3.41,2.4883333333333333,1.6253140767415364,47.144044,29748.0,29675.0
3.41,2.4193333333333333,1.6261755625406902,47.133974,29748.0,29543.0
3.41,2.4266666666666667,1.6276531219482422,47.031984,29808.0,29576.0
3.41,2.4845,1.6285762786865234,47.735534,28526.0,28456.0
3.41,2.3823333333333334,1.6292355855305989,46.878176,29365.0,29456.0
3.41,2.3891999999999998,1.6256446838378906,39.120993999999996,24707.0,24727.0
3.41,2.3893333333333335,1.6255906422932942,47.164552,29607.0,29879.0
3.41,2.3953333333333333,1.626962661743164,46.741397,29683.0,29887.0
3.41,2.4085,1.6273765563964844,47.036988,29717.0,29625.0
3.41,2.4865,1.6271165211995442,47.310304,28852.0,28634.0
3.41,2.3955,1.6291732788085938,47.387269,30065.0,30286.0
3.41,2.4193333333333333,1.6284802754720051,46.995241,29197.0,29447.0
3.41,2.4635,1.6306349436442058,46.536502,29561.0,29361.0
3.41,2.4046,1.628485107421875,39.051047,24420.0,24309.0
3.41,2.3786666666666667,1.6277186075846355,47.037844,29434.0,29518.0
3.41,2.3981666666666666,1.6268736521402996,46.81299,29376.0,29238.0
3.41,2.3943333333333334,1.626150131225586,46.915896000000004,29774.0,29937.0
3.41,2.421,1.6273218790690105,46.589358000000004,29042.0,29616.0
3.41,2.5995000000000004,1.6296405792236328,48.794675,28429.0,28371.0
3.41,2.6811666666666665,1.6296583811442058,48.498777,29643.0,29649.0
3.41,2.5813333333333333,1.6296946207682292,48.200499,29817.0,29767.0
3.41,2.3950000000000005,1.6306381225585938,38.983421,24549.0,24794.0
3.41,2.431833333333333,1.6293900807698567,46.718509,29442.0,29667.0
3.41,2.379,1.630379358927409,46.749636,29709.0,29790.0
3.41,2.4923333333333333,1.6287333170572917,47.123841,29395.0,29401.0
3.41,2.4979999999999998,1.6264667510986328,47.066713,30377.0,30023.0
3.41,2.4135,1.6278883616129558,46.733707,29791.0,29411.0
3.41,2.4455,1.6273562113444011,46.895815,29602.0,29285.0
3.41,2.4339999999999997,1.6292215983072917,46.923463,29117.0,29201.0
3.41,2.418833333333333,1.6288859049479167,46.768252000000004,29255.0,29143.0
3.41,2.4082,1.629302978515625,39.078208000000004,24795.0,24554.0
3.41,2.4088333333333334,1.6287867228190105,46.844485,30228.0,29607.0
3.41,2.3858333333333337,1.6273460388183594,46.753054,28783.0,28831.0
3.41,2.437666666666667,1.6282997131347656,47.547181,28305.0,28449.0
3.41,2.419,1.6277414957682292,47.089662,29423.0,29501.0
3.41,2.4486666666666665,1.6289017995198567,46.836367,29623.0,29551.0
3.41,2.3861666666666665,1.6285196940104167,46.916567,29716.0,29717.0
3.41,2.4538333333333333,1.6280562082926433,46.803896,29806.0,29478.0
3.41,2.452166666666667,1.6285196940104167,46.547793,28932.0,29411.0
3.41,2.477,1.6290443420410157,38.951805,23661.0,23763.0
3.41,2.4331666666666667,1.6271654764811199,46.438419,30672.0,30289.0
3.41,2.4435,1.6280053456624348,46.744814,29658.0,29121.0
3.41,2.4466666666666668,1.6256459554036458,46.686648,29432.0,29499.0
3.41,2.3985,1.6265417734781902,46.975954,29454.0,29452.0
3.41,2.3806666666666665,1.6265335083007812,46.921999,29569.0,29426.0
3.41,2.4185,1.6271934509277344,46.802676,29545.0,29529.0
3.41,2.420166666666667,1.6272964477539062,46.578494,29649.0,29662.0
3.41,2.433666666666667,1.6261316935221355,46.894594,28423.0,28343.0
3.41,2.5722,1.6278701782226563,40.579669,24234.0,24322.0
3.41,2.4385,1.6266428629557292,47.407044,29641.0,29516.0
3.41,2.439,1.6276353200276692,47.19214,29792.0,29926.0
3.41,2.444,1.6257209777832031,46.873965,29143.0,28929.0
3.41,2.4433333333333334,1.6264928181966145,46.855165,29396.0,29430.0
3.41,2.4115,1.6277141571044922,47.058535,29573.0,29559.0
3.41,2.400166666666667,1.6273752848307292,46.899294,29291.0,29046.0
3.41,2.391,1.6274312337239583,46.790163,30452.0,29932.0
3.41,2.432166666666667,1.6293474833170574,46.86011,29055.0,29600.0
3.41,2.3988,1.6281951904296874,39.269247,24655.0,24564.0
3.41,2.4063333333333334,1.6266600290934246,46.685061000000005,29397.0,29401.0
3.41,2.4,1.626040776570638,47.293641,29571.0,29617.0
3.41,2.3978333333333333,1.6279188791910808,46.950137,29851.0,29846.0
3.41,2.409333333333333,1.6285591125488281,46.54114,29267.0,29260.0
3.41,2.4305,1.6286856333414714,46.678653,28570.0,28431.0
3.41,2.476833333333333,1.6280555725097656,47.900268,29668.0,29229.0
3.41,2.4003333333333337,1.6275959014892578,46.790468,29709.0,29266.0
3.41,2.393,1.6267814636230469,38.815148,24382.0,24480.0
3.41,2.393333333333333,1.6305262247721355,46.845339,29667.0,29392.0
3.41,2.3878333333333335,1.6273511250813801,46.926759000000004,29618.0,29854.0
3.41,2.400166666666667,1.6257801055908203,47.00104,29417.0,29583.0
3.41,2.427166666666667,1.6258138020833333,46.484134,30207.0,29761.0
3.41,2.3993333333333333,1.6256415049235027,47.047731,29611.0,29433.0
3.41,2.3911666666666664,1.6272322336832683,46.770693,29636.0,29366.0
3.41,2.5693333333333332,1.629190444946289,47.98651,29670.0,29792.0
3.41,2.4986666666666664,1.6287803649902344,47.206178,29654.0,29542.0
3.41,2.4504,1.628179168701172,38.911643999999995,24540.0,24548.0
3.41,2.4265,1.628744125366211,46.874941,29949.0,29847.0
