cpu_all_util_percent,cpu_frequency_ghz,memory_util_gb,energy_util_during_interval_j,sda_write_count_during_interval,sda_read_count_during_interval
81.48,2.4272,7.461952972412109,1.522701,0.0,0.0
81.48,2.3633333333333333,7.461076100667317,2.888909,1.0,0.0
81.47875,3.69925,7.461888790130615,15.748311,0.0,0.0
81.47,3.699125,7.463543891906738,16.176289,4.0,0.0
81.47,3.69925,7.4638447761535645,15.966695,3.0,0.0
81.47,3.699125,7.463210582733154,16.017415,0.0,0.0
81.47,3.6992857142857143,7.459617069789341,14.893761,1.0,0.0
81.47,3.69925,7.4592132568359375,16.137716,22.0,0.0
81.47,3.699,7.460321426391602,15.873311,0.0,0.0
81.47,3.699,7.460411071777344,15.868306,0.0,0.0
81.47,3.699142857142857,7.4608917236328125,13.864406,0.0,0.0
81.47,3.699125,7.4629645347595215,16.078999,1.0,0.0
81.47,3.69925,7.464656829833984,15.961629,3.0,0.0
81.47,3.699125,7.467219829559326,16.19344,7.0,0.0
81.47,3.6990000000000003,7.467540196010044,13.860866,2.0,0.0
81.47,3.699125,7.467470169067383,15.934285,0.0,0.0
81.47,3.699125,7.467031955718994,15.927388,0.0,0.0
81.47,3.699125,7.465031623840332,15.926594999999999,0.0,0.0
81.465,3.69925,7.463684558868408,15.902242,30.0,0.0
81.46,3.6990000000000003,7.463603973388672,13.954066,0.0,0.0
81.46,3.699125,7.4624104499816895,15.928365,0.0,0.0
81.46,3.699,7.460528373718262,15.977742,1.0,0.0
81.46,3.699125,7.461048126220703,15.915975,0.0,0.0
81.46,3.699125,7.461803436279297,16.267048,4.0,0.0
81.46,3.699142857142857,7.462124960763114,13.941981,0.0,0.0
81.46,3.699125,7.4633378982543945,15.918966000000001,0.0,0.0
81.46,3.699125,7.464239597320557,16.554279,0.0,0.0
81.46,3.6994285714285717,7.465027945382254,14.137537,0.0,0.0
81.46,3.699,7.463831424713135,15.987142,3.0,0.0
81.46,3.699,7.462213516235352,16.184772,2.0,36.0
81.46,3.699,7.4630255699157715,15.976461,0.0,0.0
81.46,3.69925,7.463691711425781,15.961447,1.0,0.0
81.46,3.6990000000000003,7.463995797293527,13.924402,84.0,0.0
81.46,3.69925,7.463775157928467,16.199238,4.0,0.0
81.45125,3.699,7.463822364807129,16.041769,2.0,0.0
81.45,3.69925,7.462518692016602,16.035725,0.0,0.0
81.45,3.699,7.464132785797119,15.968648,0.0,0.0
81.45,3.699142857142857,7.4651641845703125,13.961817,2.0,0.0
81.45,3.69925,7.464679718017578,15.704001,4.0,0.0
81.45,3.699125,7.463986396789551,16.020955,0.0,0.0
81.45,3.69925,7.463615417480469,15.879659,0.0,0.0
81.45,3.699125,7.462653636932373,15.942647000000001,1.0,0.0
81.45,3.699142857142857,7.463367462158203,13.862879,0.0,0.0
81.45,3.699,7.462867259979248,16.20461,4.0,0.0
81.45,3.699375,7.462826728820801,15.888326,0.0,0.0
81.45,3.699125,7.463440895080566,15.876546,3.0,0.0
81.45,3.6990000000000003,7.463474818638393,14.277917,0.0,0.0
81.45,3.6995,7.461863040924072,14.749475,15.0,0.0
81.45,3.69925,7.463464736938477,15.945638,3.0,0.0
81.4475,3.699,7.462698936462402,15.913777,0.0,0.0
81.44,3.699,7.462764739990234,15.902303,0.0,0.0
81.43999999999998,3.699142857142857,7.462764739990234,13.912500999999999,1.0,0.0
81.44,3.699375,7.462794780731201,15.938069,0.0,0.0
81.44,3.699375,7.466069221496582,15.517600999999999,36.0,0.0
81.44,3.69925,7.467027187347412,16.061543,0.0,0.0
81.44,3.69925,7.462656021118164,16.022054,0.0,0.0
81.43999999999998,3.699142857142857,7.462551116943359,13.993433,0.0,0.0
81.44,3.699125,7.4630842208862305,16.011678,2.0,0.0
81.44,3.699125,7.462630748748779,16.070026,3.0,0.0
81.44,3.699125,7.462656021118164,16.027608,0.0,0.0
81.43999999999998,3.699142857142857,7.461548941476004,14.117518,1.0,0.0
81.44,3.699,7.461065292358398,15.973164,1.0,0.0
81.44,3.699125,7.46068000793457,15.893088,0.0,0.0
81.44,3.69925,7.461611747741699,16.107503,4.0,0.0
81.44,3.6995,7.461723327636719,15.951374000000001,0.0,0.0
81.43285714285715,3.699142857142857,7.461826869419643,14.025538,2.0,0.0
81.43,3.699125,7.462854385375977,16.865679,0.0,0.0
81.43,3.699,7.463577747344971,15.940695,17.0,0.0
